Niter, simple time, simple error, chebyshev time, chebyshev error, jakobi time, jakobi error, gs time, gs error, conjgrad time, conjgrad error
825,920,2.41967e-16,1050,4.94309e+59,124,0,52,0,26,0
826,918,2.41967e-16,1040,9.47685e+59,114,0,53,0,26,0
827,920,2.41967e-16,1063,3.2529e+59,114,0,52,0,26,0
828,922,2.41967e-16,1045,3.32618e+59,114,0,60,0,25,0
829,919,2.41967e-16,1087,2.13127e+58,115,0,53,0,26,0
830,922,2.41967e-16,1059,4.94265e+58,115,0,53,0,26,0
831,926,2.41967e-16,1050,1.06425e+58,115,0,53,0,26,0
832,937,2.41967e-16,1047,1.51595e+58,115,0,53,0,26,0
833,935,2.41967e-16,1056,4.48366e+56,114,0,53,0,26,0
834,933,2.41967e-16,1125,5.68044e+56,115,0,53,0,26,0
835,935,2.41967e-16,1054,2.86955e+56,115,0,53,0,26,0
836,931,2.41967e-16,1056,1.67481e+56,116,0,52,0,25,0
837,966,2.41967e-16,1073,1.71017e+55,115,0,53,0,26,0
838,955,2.41967e-16,1063,3.54199e+55,115,0,53,0,26,0
839,957,2.41967e-16,1120,4.22423e+54,114,0,53,0,26,0
840,965,2.41967e-16,1055,7.85646e+54,115,0,53,0,35,0
841,936,2.41967e-16,1060,3.29157e+53,115,0,53,0,26,0
842,937,2.41967e-16,1068,6.38926e+53,114,0,53,0,26,0
843,931,2.41967e-16,1119,1.62011e+53,188,0,72,0,35,0
844,1024,2.41967e-16,1074,1.53374e+53,116,0,54,0,26,0
845,953,2.41967e-16,1070,7.36576e+51,116,0,53,0,26,0
846,941,2.41967e-16,1073,1.49199e+52,115,0,53,0,26,0
847,942,2.41967e-16,1069,3.08207e+51,118,0,54,0,26,0
848,957,2.41967e-16,1116,3.22735e+51,116,0,53,0,26,0
849,941,2.41967e-16,1078,9.16281e+49,116,0,53,0,26,0
850,947,2.41967e-16,1075,1.35416e+50,115,0,53,0,26,0
851,1074,2.41967e-16,1069,4.60095e+49,114,0,52,0,26,0
852,942,2.41967e-16,1078,2.76093e+49,116,0,53,0,26,0
853,959,2.41967e-16,1137,1.88978e+48,116,0,53,0,27,0
854,977,2.41967e-16,1074,3.61473e+48,115,0,53,0,26,0
855,948,2.41967e-16,1081,4.65205e+47,115,0,52,0,26,0
856,961,2.41967e-16,1078,6.15876e+47,115,0,53,0,26,0
857,965,2.41967e-16,1079,1.83795e+46,114,0,53,0,26,0
858,1016,2.41967e-16,1087,2.95747e+46,115,0,53,0,26,0
859,955,2.41967e-16,1107,7.87834e+45,115,0,53,0,26,0
860,967,2.41967e-16,1085,5.02424e+45,116,0,53,0,26,0
861,956,2.41967e-16,1090,2.67223e+44,115,0,53,0,26,0
862,966,2.41967e-16,1086,4.91832e+44,115,0,57,0,25,0
863,1024,2.41967e-16,1083,6.90594e+43,115,0,53,0,26,0
864,961,2.41967e-16,1098,7.28665e+43,116,0,53,0,26,0
865,970,2.41967e-16,1088,1.69009e+42,116,0,53,0,26,0
866,980,2.41967e-16,1095,2.07941e+42,116,0,53,0,26,0
867,968,2.41967e-16,1158,7.1534e+41,116,0,53,0,26,0
868,964,2.41967e-16,1084,2.99653e+41,125,0,53,0,26,0
869,966,2.41967e-16,1087,2.1851e+40,116,0,57,0,26,0
870,974,2.41967e-16,1089,3.297e+40,115,0,53,0,25,0
871,971,2.41967e-16,1105,2.98111e+39,115,0,53,0,26,0
872,1014,2.41967e-16,1100,3.81008e+39,115,0,54,0,27,0
873,980,2.41967e-16,1100,1.18658e+38,116,0,53,0,27,0
874,976,2.41967e-16,1108,1.93861e+38,115,0,53,0,26,0
875,985,2.41967e-16,1099,3.64269e+37,116,0,53,0,26,0
876,989,2.41967e-16,1095,2.31738e+37,143,0,73,0,34,0
877,978,2.41967e-16,1114,8.74174e+35,116,0,53,0,26,0
878,976,2.41967e-16,1104,1.43981e+36,115,0,53,0,26,0
879,987,2.41967e-16,1105,2.09654e+35,115,0,52,0,27,0
880,975,2.41967e-16,1114,1.55902e+35,116,0,53,0,26,0
881,990,2.41967e-16,1176,3.41698e+33,125,0,53,0,26,0
882,985,2.41967e-16,1106,4.53009e+33,115,0,53,0,26,0
883,990,2.41967e-16,1109,1.13469e+33,115,0,53,0,26,0
884,986,2.41967e-16,1112,4.66191e+32,114,0,53,0,26,0
885,985,2.41967e-16,1111,2.4838e+31,114,0,53,0,26,0
886,1072,2.41967e-16,1116,3.4772e+31,115,0,53,0,26,0
887,975,2.41967e-16,1119,3.21246e+30,115,0,52,0,26,0
888,990,2.41967e-16,1111,3.04443e+30,115,0,52,0,26,0
889,1003,2.41967e-16,1118,7.29077e+28,116,0,53,0,26,0
890,990,2.41967e-16,1220,1.04508e+29,115,0,53,0,27,0
891,982,2.41967e-16,1118,1.96515e+28,115,0,62,0,26,0
892,991,2.41967e-16,1120,9.09483e+27,114,0,53,0,26,0
893,992,2.41967e-16,1117,3.58134e+26,115,0,53,0,26,0
894,987,2.41967e-16,1129,5.08595e+26,115,0,52,0,26,0
895,1066,2.41967e-16,1127,5.45757e+25,116,0,53,0,27,0
896,1098,2.41967e-16,1158,3.93734e+25,116,0,56,0,32,0
897,1191,2.41967e-16,1218,7.22135e+23,117,0,53,0,27,0
898,999,2.41967e-16,1134,7.89467e+23,117,0,53,0,26,0
899,1003,2.41967e-16,1213,2.11402e+23,116,0,53,0,27,0
900,1017,2.41967e-16,1135,5.94636e+22,115,0,52,0,26,0
901,1002,2.41967e-16,1137,3.57508e+21,114,0,53,0,26,0
902,1005,2.41967e-16,1125,3.70622e+21,118,0,52,0,26,0
903,1009,2.41967e-16,1131,2.34175e+20,115,0,53,0,26,0
904,1083,2.41967e-16,1139,2.26477e+20,116,0,53,0,26,0
905,1012,2.41967e-16,1136,5.97981e+18,123,0,52,0,26,0
906,1009,2.41967e-16,1128,8.17135e+18,115,0,52,0,26,0
907,1009,2.41967e-16,1133,1.05999e+18,115,0,53,0,26,0
908,1005,2.41967e-16,1217,5.17119e+17,117,0,53,0,26,0
909,1146,2.41967e-16,1687,1.41422e+16,174,0,79,0,39,0
910,1539,2.41967e-16,1723,1.87113e+16,171,0,81,0,37,0
911,1485,2.41967e-16,1694,2.20281e+15,220,0,76,0,38,0
912,1523,2.41967e-16,1696,1.09452e+15,162,0,72,0,37,0
913,1423,2.41967e-16,1687,2.02025e+13,173,0,71,0,41,0
914,1429,2.41967e-16,1663,2.49378e+13,207,0,74,0,58,0
915,1027,2.41967e-16,1167,4.3131e+12,114,0,53,0,26,0
916,1020,2.41967e-16,1140,1.38722e+12,115,0,53,0,26,0
917,1030,2.41967e-16,1147,5.29983e+10,113,0,53,0,26,0
918,1015,2.41967e-16,1166,5.75932e+10,114,0,52,0,26,0
919,1100,2.41967e-16,1154,4.39774e+09,114,0,53,0,26,0
920,1031,2.41967e-16,1146,2.81532e+09,114,0,53,0,26,0
921,1032,2.41967e-16,1148,5.15419e+07,114,0,53,0,26,0
922,1032,2.41967e-16,1155,6.26832e+07,115,0,53,0,26,0
923,1057,2.41967e-16,1224,9.53443e+06,115,0,53,0,26,0
924,1040,2.41967e-16,1154,3.02073e+06,115,0,55,0,26,0
925,1028,2.41967e-16,1163,101896,115,0,53,0,26,0
926,1029,2.41967e-16,1158,107011,124,0,53,0,26,0
927,1026,2.41967e-16,1162,8186.96,115,0,52,0,26,0
928,1123,2.41967e-16,1167,4593.58,116,0,53,0,27,0
929,1043,2.41967e-16,1279,71.0045,114,0,53,0,26,0
930,1044,2.41967e-16,1162,77.3395,115,0,53,0,38,0
931,1025,2.41967e-16,1162,13.8989,115,0,55,0,28,0
932,1038,2.41967e-16,1237,3.27695,117,0,54,0,27,0
933,1036,2.41967e-16,1178,0.136239,115,0,53,0,26,0
934,1047,2.41967e-16,1166,0.114024,115,0,53,0,26,0
935,1048,2.41967e-16,1161,0.00640966,114,0,53,0,26,0
936,1039,2.41967e-16,1197,0.00413774,142,0,53,0,26,0
937,1044,2.41967e-16,1169,7.96235e-05,115,0,53,0,26,0
938,1044,2.41967e-16,1165,9.02796e-05,114,0,52,0,26,0
939,1042,2.41967e-16,1166,1.01596e-05,115,0,53,0,26,0
940,1038,2.41967e-16,1175,3.30725e-06,115,0,53,0,26,0
941,1086,2.41967e-16,1170,8.30452e-08,126,0,53,0,26,0
942,1044,2.41967e-16,1172,8.41422e-08,115,0,53,0,26,0
943,1054,2.41967e-16,1176,6.86196e-09,115,0,53,0,26,0
944,1043,2.41967e-16,1184,2.83385e-09,115,0,53,0,26,0
945,1053,2.41967e-16,1225,4.11445e-11,115,0,52,0,26,0
946,1060,2.41967e-16,1181,4.36427e-11,116,0,53,0,26,0
947,1060,2.41967e-16,1187,6.52255e-12,116,0,53,0,26,0
948,1051,2.41967e-16,1191,1.43015e-12,116,0,53,0,27,0
949,1057,2.41967e-16,1192,5.01907e-14,115,0,52,0,26,0
950,1106,2.41967e-16,1185,3.73536e-14,115,0,53,0,26,0
951,1113,2.41967e-16,1262,2.14748e-15,115,0,72,0,34,0
952,1269,2.41967e-16,1282,1.10147e-15,116,0,53,0,27,0
953,1060,2.41967e-16,1190,1.25887e-16,126,0,53,0,26,0
954,1120,2.41967e-16,1191,7.0965e-16,114,0,52,0,26,0
955,1068,2.41967e-16,1189,4.61587e-16,115,0,52,0,26,0
956,1059,2.41967e-16,1109,0,114,0,52,0,26,0
957,1062,2.41967e-16,1020,0,114,0,53,0,26,0
958,1067,2.41967e-16,1060,0,115,0,53,0,27,0
959,1065,2.41967e-16,1203,4.29988e-16,115,0,52,0,26,0
960,1066,2.41967e-16,1204,6.28037e-16,115,0,53,0,26,0
961,1072,2.41967e-16,1195,1.18688e-16,114,0,53,0,26,0
962,1079,2.41967e-16,1235,5.87475e-16,116,0,53,0,27,0
963,1084,2.41967e-16,1214,5.70752e-16,116,0,53,0,27,0
964,1087,2.41967e-16,1219,5.87475e-16,115,0,53,0,26,0
965,1092,2.41967e-16,1209,1.51298e-16,115,0,53,0,26,0
966,1094,2.41967e-16,1215,5.69207e-16,115,0,53,0,26,0
967,1118,2.41967e-16,1219,1.73016e-16,115,0,54,0,27,0
968,1090,2.41967e-16,1222,5.62986e-16,115,0,53,0,26,0
969,1087,2.41967e-16,1211,9.3831e-17,116,0,54,0,26,0
970,1090,2.41967e-16,1211,7.32843e-16,116,0,53,0,26,0
971,1128,2.41967e-16,1226,3.95873e-16,114,0,53,0,26,0
972,1082,2.41967e-16,1217,7.14595e-16,114,0,53,0,26,0
973,1076,2.41967e-16,619,0,114,0,53,0,26,0
974,1086,2.41967e-16,858,0,113,0,53,0,26,0
975,1083,2.41967e-16,855,0,123,0,53,0,27,0
976,1150,2.41967e-16,860,0,115,0,53,0,27,0
977,1096,2.41967e-16,860,0,115,0,53,0,26,0
978,1092,2.41967e-16,860,0,115,0,53,0,26,0
979,1103,2.41967e-16,869,0,116,0,53,0,26,0
980,1102,2.41967e-16,1022,0,137,0,104,0,35,0
981,1148,2.41967e-16,651,0,155,0,53,0,30,0
982,1285,2.41967e-16,571,0,115,0,53,0,26,0
983,1088,2.41967e-16,552,0,115,0,53,0,27,0
984,1092,2.41967e-16,562,0,115,0,53,0,26,0
985,1099,2.41967e-16,857,0,115,0,53,0,26,0
986,1165,2.41967e-16,573,0,115,0,53,0,26,0
987,1109,2.41967e-16,714,0,115,0,52,0,26,0
988,1097,2.41967e-16,698,0,115,0,53,0,26,0
989,1097,2.41967e-16,697,0,115,0,53,0,26,0
990,1109,2.41967e-16,478,0,116,0,53,0,26,0
991,1108,2.41967e-16,1008,0,116,0,53,0,36,0
992,1098,2.41967e-16,855,0,115,0,53,0,26,0
993,1105,2.41967e-16,995,0,115,0,59,0,26,0
994,1104,2.41967e-16,572,0,116,0,54,0,26,0
995,1113,2.41967e-16,546,0,115,0,52,0,27,0
996,1100,2.41967e-16,616,0,127,0,53,0,27,0
997,1112,2.41967e-16,445,0,116,0,53,0,26,0
998,1116,2.41967e-16,463,0,115,0,54,0,26,0
999,1116,2.41967e-16,443,0,115,0,53,0,26,0
