Niter, simple time, simple error, chebyshev time, chebyshev error, jakobi time, jakobi error, gs time, gs error, conjgrad time, conjgrad error
408,452,2.41967e-16,516,1.63209e+32,115,0,53,0,26,0
409,452,2.41967e-16,518,6.5232e+30,115,0,69,0,26,0
410,458,2.41967e-16,522,1.14236e+31,114,0,53,0,26,0
411,456,2.41967e-16,519,4.87712e+30,116,0,53,0,26,0
412,456,2.41967e-16,531,4.59755e+30,114,0,53,0,26,0
413,461,2.41967e-16,546,3.61693e+29,114,0,53,0,28,0
414,459,2.41967e-16,523,8.78949e+29,114,0,53,0,26,0
415,464,2.41967e-16,535,1.65623e+29,114,0,53,0,26,0
416,490,2.41967e-16,563,2.69045e+29,117,0,54,0,27,0
417,462,2.41967e-16,525,8.10161e+27,115,0,53,0,26,0
418,478,2.41967e-16,528,1.10612e+28,116,0,53,0,26,0
419,467,2.41967e-16,528,5.05367e+27,115,0,53,0,26,0
420,466,2.41967e-16,533,3.07965e+27,116,0,53,0,26,0
421,476,2.41967e-16,531,2.76158e+26,116,0,53,0,26,0
422,469,2.41967e-16,531,5.60564e+26,116,0,53,0,27,0
423,474,2.41967e-16,539,6.85344e+25,116,0,52,0,26,0
424,473,2.41967e-16,541,1.11275e+26,115,0,52,0,26,0
425,544,2.41967e-16,539,4.00224e+24,115,0,53,0,27,0
426,476,2.41967e-16,551,7.16844e+24,116,0,53,0,26,0
427,537,2.41967e-16,623,1.77088e+24,151,0,53,0,26,0
428,516,2.41967e-16,670,1.36057e+24,165,0,73,0,37,0
429,535,2.41967e-16,547,6.40275e+22,115,0,52,0,26,0
430,478,2.41967e-16,542,1.20816e+23,115,0,52,0,26,0
431,478,2.41967e-16,566,1.9905e+22,114,0,53,0,26,0
432,483,2.41967e-16,546,1.8699e+22,114,0,52,0,26,0
433,525,2.41967e-16,565,4.48612e+20,117,0,53,0,26,0
434,498,2.41967e-16,555,6.00692e+20,116,0,53,0,26,0
435,490,2.41967e-16,553,1.82429e+20,116,0,52,0,26,0
436,500,2.41967e-16,561,8.20654e+19,116,0,53,0,27,0
437,495,2.41967e-16,555,5.12152e+18,116,0,53,0,26,0
438,494,2.41967e-16,556,7.77163e+18,116,0,52,0,26,0
439,497,2.41967e-16,549,7.44837e+17,115,0,52,0,26,0
440,488,2.41967e-16,551,8.07649e+17,115,0,53,0,26,0
441,489,2.41967e-16,609,2.13309e+16,119,0,65,0,26,0
442,490,2.41967e-16,555,3.21806e+16,116,0,53,0,26,0
443,497,2.41967e-16,560,6.10438e+15,115,0,53,0,26,0
444,497,2.41967e-16,575,3.11082e+15,113,0,53,0,26,0
445,492,2.41967e-16,572,1.19604e+14,119,0,53,0,26,0
446,492,2.41967e-16,570,1.76152e+14,115,0,53,0,25,0
447,521,2.41967e-16,565,2.01885e+13,115,0,53,0,26,0
448,500,2.41967e-16,566,1.40236e+13,116,0,52,0,26,0
449,504,2.41967e-16,578,2.57394e+11,116,0,53,0,26,0
450,579,2.41967e-16,569,2.88203e+11,115,0,53,0,26,0
451,509,2.41967e-16,570,7.36428e+10,115,0,53,0,26,0
452,523,2.41967e-16,579,2.07612e+10,115,0,53,0,26,0
453,509,2.41967e-16,573,1.16939e+09,115,0,53,0,26,0
454,512,2.41967e-16,574,1.17979e+09,124,0,53,0,27,0
455,514,2.41967e-16,575,7.34145e+07,116,0,53,0,27,0
456,514,2.41967e-16,578,6.44333e+07,116,0,53,0,26,0
457,518,2.41967e-16,586,1.5589e+06,116,0,54,0,29,0
458,568,2.41967e-16,578,2.01483e+06,115,0,53,0,27,0
459,511,2.41967e-16,575,247522,115,0,63,0,26,0
460,514,2.41967e-16,577,105199,113,0,52,0,26,0
461,510,2.41967e-16,575,2733.82,118,0,53,0,26,0
462,516,2.41967e-16,584,3278.67,114,0,53,0,26,0
463,519,2.41967e-16,580,333.25,114,0,52,0,26,0
464,517,2.41967e-16,581,147.288,114,0,53,0,26,0
465,523,2.41967e-16,581,2.42337,114,0,53,0,26,0
466,555,2.41967e-16,616,2.78092,115,0,52,0,26,0
467,522,2.41967e-16,591,0.426921,114,0,52,0,26,0
468,521,2.41967e-16,583,0.112697,115,0,52,0,26,0
469,524,2.41967e-16,585,0.00388306,115,0,52,0,26,0
470,537,2.41967e-16,593,0.00345152,115,0,53,0,26,0
471,527,2.41967e-16,595,0.000216756,116,0,53,0,26,0
472,533,2.41967e-16,597,0.000115085,115,0,52,0,26,0
473,530,2.41967e-16,590,1.87897e-06,115,0,52,0,26,0
474,538,2.41967e-16,656,2.04724e-06,114,0,53,0,27,0
475,540,2.41967e-16,593,2.46982e-07,114,0,52,0,26,0
476,536,2.41967e-16,594,6.4039e-08,114,0,53,0,26,0
477,531,2.41967e-16,605,1.75138e-09,115,0,53,0,26,0
478,534,2.41967e-16,601,1.48154e-09,115,0,53,0,26,0
479,539,2.41967e-16,602,9.46652e-11,114,0,52,0,37,0
480,538,2.41967e-16,603,3.93621e-11,114,0,53,0,26,0
481,540,2.41967e-16,604,5.14913e-13,114,0,52,0,26,0
482,630,2.41967e-16,601,5.08196e-13,115,0,53,0,26,0
483,538,2.41967e-16,599,7.24531e-14,114,0,53,0,26,0
484,536,2.41967e-16,601,1.28642e-14,123,0,53,0,26,0
485,537,2.41967e-16,603,4.5195e-16,114,0,52,0,26,0
486,540,2.41967e-16,603,4.83935e-16,114,0,52,0,26,0
487,549,2.41967e-16,605,1.45362e-16,113,0,52,0,26,0
488,542,2.41967e-16,606,3.02596e-16,114,0,52,0,26,0
489,544,2.41967e-16,617,9.3831e-17,114,0,52,0,35,0
490,593,2.41967e-16,616,3.68219e-16,115,0,53,0,27,0
491,545,2.41967e-16,611,2.09812e-16,115,0,53,0,26,0
492,560,2.41967e-16,615,3.46032e-16,115,0,53,0,26,0
493,548,2.41967e-16,612,4.19625e-17,115,0,53,0,26,0
494,547,2.41967e-16,508,0,115,0,53,0,26,0
495,549,2.41967e-16,516,0,115,0,53,0,26,0
496,550,2.41967e-16,616,2.68691e-16,115,0,53,0,26,0
497,561,2.41967e-16,529,0,114,0,53,0,26,0
498,602,2.41967e-16,497,0,115,0,52,0,26,0
499,553,2.41967e-16,396,0,125,0,52,0,26,0
500,556,2.41967e-16,414,0,115,0,53,0,26,0
501,555,2.41967e-16,386,0,115,0,52,0,26,0
502,557,2.41967e-16,402,0,115,0,52,0,26,0
503,561,2.41967e-16,393,0,115,0,53,0,26,0
504,570,2.41967e-16,408,0,115,0,53,0,26,0
505,566,2.41967e-16,341,0,115,0,53,0,26,0
506,570,2.41967e-16,393,0,116,0,52,0,26,0
507,632,2.41967e-16,346,0,119,0,53,0,27,0
508,576,2.41967e-16,346,0,115,0,53,0,26,0
509,562,2.41967e-16,305,0,115,0,53,0,26,0
510,564,2.41967e-16,307,0,115,0,53,0,26,0
511,573,2.41967e-16,434,0,115,0,53,0,25,0
512,565,2.41967e-16,306,0,114,0,53,0,26,0
513,574,2.41967e-16,346,0,115,0,53,0,26,0
514,578,2.41967e-16,335,0,115,0,53,0,26,0
515,576,2.41967e-16,354,0,115,0,53,0,26,0
516,574,2.41967e-16,431,0,115,0,53,0,26,0
517,587,2.41967e-16,370,0,116,0,52,0,26,0
518,586,2.41967e-16,396,0,115,0,53,0,26,0
519,578,2.41967e-16,389,0,115,0,53,0,26,0
520,588,2.41967e-16,383,0,115,0,53,0,26,0
521,581,2.41967e-16,480,0,115,0,53,0,26,0
522,580,2.41967e-16,400,0,122,0,53,0,26,0
523,577,2.41967e-16,417,0,116,0,53,0,26,0
524,582,2.41967e-16,418,0,115,0,53,0,26,0
525,601,2.41967e-16,503,0,116,0,53,0,27,0
526,590,2.41967e-16,451,0,116,0,53,0,26,0
527,588,2.41967e-16,486,0,115,0,52,0,26,0
528,600,2.41967e-16,479,0,116,0,53,0,26,0
529,595,2.41967e-16,485,0,115,0,53,0,26,0
530,589,2.41967e-16,530,0,116,0,53,0,26,0
531,598,2.41967e-16,574,0,116,0,52,0,26,0
532,603,2.41967e-16,713,2.09938e-15,117,0,53,0,26,0
533,668,2.41967e-16,711,2.78348e-16,116,0,52,0,26,0
534,594,2.41967e-16,585,0,116,0,52,0,26,0
535,604,2.41967e-16,706,7.18282e-16,114,0,52,0,26,0
536,602,2.41967e-16,711,3.93643e-16,114,0,52,0,26,0
537,596,2.41967e-16,718,5.93439e-17,116,0,52,0,26,0
538,599,2.41967e-16,689,0,116,0,52,0,26,0
539,601,2.41967e-16,721,7.2195e-16,116,0,52,0,26,0
540,599,2.41967e-16,754,3.27288e-14,115,0,53,0,26,0
541,599,2.41967e-16,713,1.12665e-13,124,0,52,0,27,0
542,603,2.41967e-16,717,7.04662e-13,115,0,52,0,26,0
543,606,2.41967e-16,718,8.35889e-12,118,0,53,0,26,0
544,610,2.41967e-16,720,1.7147e-10,115,0,52,0,26,0
545,606,2.41967e-16,721,1.27325e-10,116,0,53,0,26,0
546,622,2.41967e-16,726,1.65293e-10,115,0,53,0,26,0
547,609,2.41967e-16,743,7.02064e-09,116,0,53,0,26,0
548,618,2.41967e-16,750,3.63694e-07,160,0,70,0,31,0
549,709,2.41967e-16,733,1.60551e-06,114,0,53,0,26,0
550,629,2.41967e-16,728,1.38461e-05,119,0,53,0,26,0
551,610,2.41967e-16,728,0.000103392,114,0,53,0,26,0
552,616,2.41967e-16,732,0.0015313,114,0,53,0,26,0
553,613,2.41967e-16,734,0.00177152,114,0,52,0,26,0
554,676,2.41967e-16,745,0.0046837,115,0,53,0,26,0
555,622,2.41967e-16,733,0.100694,115,0,52,0,26,0
556,621,2.41967e-16,744,4.00844,129,0,52,0,26,0
557,628,2.41967e-16,750,8.057,116,0,54,0,28,0
558,628,2.41967e-16,751,37.9016,115,0,53,0,26,0
559,621,2.41967e-16,734,440.771,115,0,53,0,26,0
560,622,2.41967e-16,814,11255.4,129,0,53,0,26,0
561,619,2.41967e-16,739,6758.08,115,0,53,0,26,0
562,622,2.41967e-16,739,9677.76,115,0,53,0,26,0
563,643,2.41967e-16,743,293176,116,0,53,0,26,0
564,631,2.41967e-16,742,1.18941e+07,116,0,53,0,26,0
565,635,2.41967e-16,744,3.821e+07,116,0,53,0,26,0
566,632,2.41967e-16,741,3.12068e+08,115,0,52,0,26,0
567,635,2.41967e-16,815,1.76445e+09,116,0,56,0,26,0
568,634,2.41967e-16,753,2.55263e+10,115,0,52,0,26,0
569,649,2.41967e-16,756,2.2114e+10,115,0,53,0,26,0
570,636,2.41967e-16,750,5.79047e+10,115,0,53,0,26,0
571,648,2.41967e-16,751,9.14554e+11,114,0,53,0,26,0
572,637,2.41967e-16,750,3.14735e+13,114,0,56,0,26,0
573,634,2.41967e-16,760,4.92436e+13,115,0,53,0,26,0
574,684,2.41967e-16,773,2.33661e+14,116,0,53,0,26,0
575,644,2.41967e-16,840,1.91989e+15,114,0,53,0,27,0
576,646,2.41967e-16,755,4.37251e+16,115,0,53,0,26,0
577,643,2.41967e-16,770,1.92173e+16,115,0,53,0,26,0
578,643,2.41967e-16,756,2.38133e+16,115,0,53,0,26,0
579,645,2.41967e-16,766,5.9131e+17,114,0,53,0,26,0
580,646,2.41967e-16,1013,1.68626e+19,132,0,53,0,26,0
581,830,2.41967e-16,916,4.7939e+19,132,0,53,0,27,0
582,769,2.41967e-16,769,4.39555e+20,115,0,53,0,26,0
583,669,2.41967e-16,765,1.55633e+21,115,0,53,0,26,0
584,645,2.41967e-16,765,1.80787e+22,115,0,53,0,26,0
585,659,2.41967e-16,765,1.44985e+22,114,0,52,0,25,0
586,655,2.41967e-16,858,4.48218e+22,114,0,53,0,26,0
587,666,2.41967e-16,772,4.35878e+23,115,0,53,0,26,0
588,655,2.41967e-16,774,1.18221e+25,115,0,53,0,26,0
589,666,2.41967e-16,768,1.17457e+25,115,0,53,0,26,0
590,654,2.41967e-16,770,4.62801e+25,117,0,53,0,26,0
591,666,2.41967e-16,899,3.26916e+26,114,0,52,0,26,0
592,663,2.41967e-16,774,7.50847e+27,114,0,53,0,26,0
593,718,2.41967e-16,779,3.08049e+27,115,0,53,0,26,0
594,660,2.41967e-16,793,5.43751e+27,114,0,53,0,26,0
595,725,2.41967e-16,780,7.58393e+28,115,0,53,0,26,0
596,660,2.41967e-16,778,1.86789e+30,114,0,53,0,26,0
597,674,2.41967e-16,785,2.93946e+30,115,0,53,0,26,0
598,660,2.41967e-16,780,1.93084e+31,114,0,52,0,26,0
599,672,2.41967e-16,839,6.89277e+31,114,0,52,0,26,0
600,671,2.41967e-16,783,9.89488e+32,115,0,53,0,26,0
601,674,2.41967e-16,795,4.50768e+32,115,0,53,0,26,0
602,670,2.41967e-16,790,1.02644e+33,114,0,53,0,26,0
603,687,2.41967e-16,792,9.73268e+33,115,0,53,0,26,0
604,683,2.41967e-16,793,2.25224e+35,114,0,53,0,26,0
605,696,2.41967e-16,856,2.39207e+35,114,0,53,0,26,0
606,675,2.41967e-16,787,1.22105e+36,115,0,53,0,26,0
607,685,2.41967e-16,794,4.80659e+36,114,0,53,0,26,0
608,676,2.41967e-16,794,8.05201e+37,115,0,53,0,26,0
609,693,2.41967e-16,803,2.2807e+37,115,0,53,0,27,0
610,685,2.41967e-16,798,3.08846e+37,115,0,53,0,26,0
611,695,2.41967e-16,808,4.01598e+38,114,0,53,0,26,0
612,755,2.41967e-16,799,6.41679e+39,113,0,64,0,27,0
613,683,2.41967e-16,800,1.02505e+40,113,0,52,0,26,0
614,684,2.41967e-16,800,8.33762e+40,122,0,53,0,26,0
615,688,2.41967e-16,800,1.73408e+41,114,0,52,0,26,0
616,682,2.41967e-16,799,1.8363e+42,121,0,51,0,26,0
617,686,2.41967e-16,802,8.80291e+41,114,0,53,0,26,0
618,733,2.41967e-16,846,2.59039e+42,114,0,53,0,26,0
619,697,2.41967e-16,809,1.41776e+43,115,0,52,0,26,0
620,691,2.41967e-16,815,2.68986e+44,115,0,53,0,26,0
621,690,2.41967e-16,811,1.67221e+44,115,0,52,0,26,0
622,693,2.41967e-16,822,6.46062e+44,115,0,53,0,25,0
623,692,2.41967e-16,811,2.4969e+45,119,0,53,0,26,0
624,693,2.41967e-16,892,4.28785e+46,114,0,53,0,26,0
625,693,2.41967e-16,814,1.11754e+46,114,0,53,0,26,0
626,693,2.41967e-16,828,1.96054e+46,117,0,53,0,26,0
627,700,2.41967e-16,813,1.53127e+47,115,0,53,0,26,0
628,699,2.41967e-16,829,2.17383e+48,115,0,53,0,26,0
629,701,2.41967e-16,817,2.11191e+48,115,0,52,0,26,0
630,702,2.41967e-16,909,1.31982e+49,115,0,53,0,26,0
631,704,2.41967e-16,819,2.68434e+49,115,0,56,0,26,0
632,715,2.41967e-16,822,3.23278e+50,116,0,53,0,25,0
633,708,2.41967e-16,822,9.7143e+49,115,0,52,0,26,0
634,712,2.41967e-16,828,2.25344e+50,115,0,52,0,26,0
635,712,2.41967e-16,829,1.17051e+51,115,0,54,0,28,0
636,739,2.41967e-16,910,1.69901e+52,116,0,53,0,27,0
637,712,2.41967e-16,831,1.0848e+52,124,0,53,0,26,0
638,710,2.41967e-16,828,5.11766e+52,115,0,52,0,26,0
639,713,2.41967e-16,836,1.20924e+53,118,0,53,0,26,0
640,714,2.41967e-16,829,1.64517e+54,115,0,53,0,26,0
641,717,2.41967e-16,841,3.07681e+53,114,0,53,0,26,0
642,716,2.41967e-16,886,3.95598e+53,115,0,53,0,26,0
643,716,2.41967e-16,840,3.13178e+54,116,0,53,0,26,0
644,717,2.41967e-16,836,2.6498e+55,115,0,53,0,26,0
645,722,2.41967e-16,841,2.83573e+55,115,0,52,0,26,0
646,720,2.41967e-16,834,2.27807e+56,115,0,53,0,26,0
647,732,2.41967e-16,835,2.63619e+56,116,0,53,0,26,0
648,728,2.41967e-16,916,2.30061e+57,118,0,53,0,26,0
649,733,2.41967e-16,842,7.8665e+56,115,0,53,0,26,0
650,724,2.41967e-16,839,2.45872e+57,115,0,53,0,26,0
651,732,2.41967e-16,870,7.24296e+57,115,0,52,0,26,0
652,734,2.41967e-16,848,9.28879e+58,127,0,53,0,26,0
653,728,2.41967e-16,847,3.36999e+58,115,0,53,0,26,0
654,731,2.41967e-16,934,1.15517e+59,116,0,53,0,27,0
655,734,2.41967e-16,848,2.89396e+59,115,0,53,0,26,0
656,738,2.41967e-16,858,3.57969e+60,115,0,53,0,26,0
657,738,2.41967e-16,853,6.74501e+59,114,0,53,0,26,0
658,735,2.41967e-16,862,1.29685e+60,115,0,53,0,26,0
659,733,2.41967e-16,852,5.41623e+60,115,0,53,0,26,0
660,738,2.41967e-16,934,4.84267e+61,133,0,53,0,26,0
661,754,2.41967e-16,850,2.72109e+61,116,0,52,0,26,0
662,752,2.41967e-16,857,1.46697e+62,114,0,53,0,26,0
663,735,2.41967e-16,852,2.00234e+62,122,0,53,0,25,0
664,738,2.41967e-16,855,2.08959e+63,115,0,53,0,26,0
665,740,2.41967e-16,866,3.90508e+62,115,0,53,0,26,0
666,816,2.41967e-16,862,8.26107e+62,115,0,53,0,26,0
667,743,2.41967e-16,868,2.76093e+63,115,0,52,0,26,0
668,742,2.41967e-16,858,2.3386e+64,114,0,52,0,26,0
669,739,2.41967e-16,875,1.06054e+64,116,0,53,0,26,0
670,746,2.41967e-16,864,5.13525e+64,116,0,52,0,26,0
671,755,2.41967e-16,866,6.89181e+64,116,0,53,0,26,0
672,826,2.41967e-16,871,6.98685e+65,115,0,53,0,26,0
673,799,2.41967e-16,895,9.47813e+64,116,0,54,0,26,0
674,755,2.41967e-16,893,1.4391e+65,116,0,53,0,26,0
675,757,2.41967e-16,902,5.8727e+65,115,0,53,0,26,0
676,752,2.41967e-16,885,3.33667e+66,117,0,53,0,26,0
677,749,2.41967e-16,917,1.9642e+66,152,0,53,0,27,0
678,769,2.41967e-16,880,1.25752e+67,115,0,53,0,26,0
679,755,2.41967e-16,872,1.07395e+67,115,0,53,0,26,0
680,765,2.41967e-16,872,8.93432e+67,115,0,53,0,26,0
681,748,2.41967e-16,873,1.7601e+67,115,0,60,0,26,0
682,809,2.41967e-16,881,4.66242e+67,115,0,53,0,26,0
683,759,2.41967e-16,942,9.69238e+67,115,0,53,0,26,0
684,760,2.41967e-16,878,7.56709e+68,115,0,53,0,26,0
685,771,2.41967e-16,896,2.15087e+68,115,0,53,0,26,0
686,764,2.41967e-16,884,8.1177e+68,116,0,53,0,26,0
687,772,2.41967e-16,885,1.1003e+69,116,0,53,0,26,0
688,768,2.41967e-16,883,9.51542e+69,116,0,53,0,26,0
689,824,2.41967e-16,881,1.14005e+69,114,0,53,0,26,0
690,769,2.41967e-16,891,1.90374e+69,115,0,53,0,26,0
691,817,2.41967e-16,886,5.53483e+69,118,0,53,0,26,0
692,767,2.41967e-16,894,2.66666e+70,116,0,55,0,26,0
693,766,2.41967e-16,886,1.15107e+70,115,0,53,0,26,0
694,774,2.41967e-16,891,6.4636e+70,115,0,52,0,26,0
695,865,2.41967e-16,896,4.90662e+70,115,0,53,0,26,0
696,782,2.41967e-16,891,3.81718e+71,116,0,53,0,25,0
697,777,2.41967e-16,895,5.67958e+70,123,0,53,0,26,0
698,773,2.41967e-16,892,1.35488e+71,115,0,53,0,26,0
699,946,2.41967e-16,1017,2.44657e+71,153,0,58,0,27,0
700,990,2.41967e-16,984,1.41804e+72,115,0,53,0,27,0
701,802,2.41967e-16,899,3.69091e+71,113,0,52,0,26,0
702,775,2.41967e-16,910,1.47752e+72,114,0,53,0,26,0
703,782,2.41967e-16,914,1.46139e+72,118,0,53,0,26,0
704,787,2.41967e-16,913,1.06924e+73,115,0,52,0,26,0
705,789,2.41967e-16,959,1.00748e+72,118,0,53,0,26,0
706,796,2.41967e-16,904,1.37086e+72,115,0,53,0,26,0
707,790,2.41967e-16,905,3.83642e+72,115,0,53,0,26,0
708,839,2.41967e-16,921,1.19706e+73,115,0,53,0,27,0
709,788,2.41967e-16,916,5.28533e+72,115,0,53,0,26,0
710,786,2.41967e-16,906,3.20586e+73,115,0,53,0,26,0
711,790,2.41967e-16,958,1.5937e+73,115,0,53,0,26,0
712,795,2.41967e-16,913,1.02258e+74,114,0,53,0,26,0
713,801,2.41967e-16,916,1.58394e+73,115,0,53,0,26,0
714,789,2.41967e-16,911,4.53222e+73,114,0,60,0,26,0
715,793,2.41967e-16,913,5.34655e+73,115,0,52,0,26,0
716,793,2.41967e-16,1003,2.85359e+74,147,0,75,0,30,0
717,799,2.41967e-16,919,4.89497e+73,115,0,52,0,26,0
718,818,2.41967e-16,920,1.57573e+74,115,0,53,0,26,0
719,810,2.41967e-16,920,1.54253e+74,115,0,53,0,26,0
720,808,2.41967e-16,921,8.46624e+74,114,0,53,0,26,0
721,848,2.41967e-16,951,7.84941e+73,116,0,53,0,27,0
722,897,2.41967e-16,932,1.44704e+74,117,0,53,0,27,0
723,809,2.41967e-16,949,2.36638e+74,115,0,52,0,26,0
724,818,2.41967e-16,934,7.81853e+74,115,0,53,0,26,0
725,856,2.41967e-16,991,2.01591e+74,116,0,53,0,27,0
726,810,2.41967e-16,977,9.24252e+74,115,0,53,0,26,0
727,811,2.41967e-16,1003,5.20533e+74,116,0,53,0,27,0
728,811,2.41967e-16,949,3.05291e+75,115,0,52,0,26,0
729,814,2.41967e-16,935,2.90213e+74,116,0,53,0,26,0
730,836,2.41967e-16,939,6.03652e+74,115,0,53,0,26,0
731,812,2.41967e-16,949,7.77548e+74,115,0,53,0,26,0
732,818,2.41967e-16,941,2.57259e+75,119,0,53,0,26,0
733,863,2.41967e-16,942,5.22154e+74,115,0,53,0,26,0
734,815,2.41967e-16,932,2.10819e+75,115,0,53,0,26,0
735,822,2.41967e-16,936,1.22631e+75,119,0,53,0,26,0
736,818,2.41967e-16,950,6.36665e+75,115,0,53,0,26,0
737,814,2.41967e-16,943,4.48125e+74,114,0,53,0,26,0
738,832,2.41967e-16,981,6.6103e+74,119,0,53,0,26,0
739,823,2.41967e-16,943,1.07181e+75,116,0,55,0,26,0
740,838,2.41967e-16,952,2.29147e+75,114,0,53,0,26,0
741,826,2.41967e-16,954,6.23134e+74,115,0,53,0,26,0
742,834,2.41967e-16,950,2.99377e+75,114,0,55,0,27,0
743,830,2.41967e-16,994,1.10196e+75,115,0,56,0,26,0
744,825,2.41967e-16,944,5.58192e+75,116,0,53,0,26,0
745,839,2.41967e-16,959,5.56178e+74,116,0,56,0,27,0
746,834,2.41967e-16,958,1.39215e+75,116,0,56,0,26,0
747,838,2.41967e-16,957,1.17084e+75,116,0,56,0,26,0
748,836,2.41967e-16,959,3.72093e+75,115,0,53,0,26,0
749,877,2.41967e-16,957,4.94733e+74,117,0,55,0,26,0
750,842,2.41967e-16,952,1.59875e+75,114,0,53,0,26,0
751,835,2.41967e-16,959,9.46183e+74,118,0,53,0,25,0
752,835,2.41967e-16,961,3.57972e+75,114,0,52,0,26,0
753,835,2.41967e-16,966,2.29063e+74,115,0,56,0,26,0
754,882,2.41967e-16,964,3.78176e+74,118,0,53,0,26,0
755,850,2.41967e-16,960,4.3567e+74,114,0,53,0,25,0
756,843,2.41967e-16,967,8.40716e+74,115,0,53,0,26,0
757,846,2.41967e-16,962,1.65326e+74,115,0,53,0,26,0
758,847,2.41967e-16,979,6.80936e+74,115,0,53,0,26,0
759,851,2.41967e-16,1008,2.36459e+74,116,0,53,0,26,0
760,858,2.41967e-16,969,1.00019e+75,115,0,53,0,26,0
761,846,2.41967e-16,990,7.46388e+73,115,0,53,0,26,0
762,851,2.41967e-16,974,1.61733e+74,115,0,52,0,26,0
763,861,2.41967e-16,977,1.2535e+74,115,0,53,0,26,0
764,855,2.41967e-16,1022,2.85434e+74,127,0,54,0,27,0
765,851,2.41967e-16,973,3.6808e+73,115,0,53,0,26,0
766,848,2.41967e-16,985,1.23401e+74,115,0,52,0,26,0
767,863,2.41967e-16,976,5.28254e+73,113,0,53,0,26,0
768,859,2.41967e-16,979,1.76127e+74,114,0,52,0,26,0
769,852,2.41967e-16,988,8.98038e+72,114,0,52,0,25,0
770,895,2.41967e-16,980,1.14222e+73,115,0,53,0,26,0
771,859,2.41967e-16,989,1.36667e+73,114,0,53,0,26,0
772,857,2.41967e-16,979,1.65967e+73,114,0,52,0,26,0
773,921,2.41967e-16,982,3.60639e+72,115,0,52,0,26,0
774,859,2.41967e-16,1034,1.38648e+73,116,0,52,0,26,0
775,903,2.41967e-16,989,3.04689e+72,114,0,53,0,26,0
776,875,2.41967e-16,984,1.14609e+73,115,0,53,0,26,0
777,863,2.41967e-16,992,9.46266e+71,116,0,52,0,26,0
778,869,2.41967e-16,989,2.46306e+72,115,0,53,0,26,0
779,867,2.41967e-16,1000,1.21557e+72,116,0,53,0,26,0
780,911,2.41967e-16,999,2.78127e+72,116,0,53,0,27,0
781,881,2.41967e-16,997,2.28432e+71,116,0,53,0,26,0
782,873,2.41967e-16,1003,6.01857e+71,116,0,53,0,26,0
783,879,2.41967e-16,1000,2.74051e+71,116,0,53,0,26,0
784,891,2.41967e-16,997,6.10753e+71,116,0,52,0,26,0
785,881,2.41967e-16,1046,3.15531e+70,115,0,53,0,27,0
786,878,2.41967e-16,1006,5.65893e+70,115,0,56,0,26,0
787,880,2.41967e-16,1005,3.80226e+70,115,0,53,0,26,0
788,880,2.41967e-16,998,5.38269e+70,114,0,53,0,26,0
789,890,2.41967e-16,1002,6.45447e+69,114,0,53,0,26,0
790,879,2.41967e-16,1124,2.06505e+70,115,0,53,0,26,0
791,881,2.41967e-16,1011,5.65209e+69,115,0,52,0,26,0
792,888,2.41967e-16,1008,1.54343e+70,115,0,53,0,26,0
793,887,2.41967e-16,1012,7.58944e+68,114,0,53,0,26,0
794,886,2.41967e-16,1015,1.38084e+69,115,0,53,0,26,0
795,900,2.41967e-16,1071,8.14823e+68,117,0,55,0,26,0
796,881,2.41967e-16,1025,1.06997e+69,116,0,52,0,26,0
797,891,2.41967e-16,1013,1.13853e+68,114,0,52,0,26,0
798,890,2.41967e-16,1019,3.42024e+68,114,0,53,0,26,0
799,888,2.41967e-16,1011,8.83256e+67,114,0,52,0,26,0
800,909,2.41967e-16,1105,2.13935e+68,116,0,52,0,26,0
801,889,2.41967e-16,1040,8.51943e+66,116,0,53,0,26,0
802,896,2.41967e-16,1015,1.237e+67,153,0,70,0,37,0
803,994,2.41967e-16,1119,8.31712e+66,160,0,59,0,28,0
804,1088,2.41967e-16,1019,7.88543e+66,115,0,53,0,27,0
805,978,2.41967e-16,1030,1.00164e+66,127,0,53,0,26,0
806,899,2.41967e-16,1025,2.90626e+66,116,0,53,0,26,0
807,895,2.41967e-16,1037,5.38391e+65,115,0,53,0,26,0
808,899,2.41967e-16,1031,1.36365e+66,115,0,53,0,26,0
809,912,2.41967e-16,1031,6.91427e+64,115,0,53,0,27,0
810,952,2.41967e-16,1039,1.42818e+65,115,0,53,0,26,0
811,908,2.41967e-16,1029,5.71064e+64,115,0,53,0,26,0
812,921,2.41967e-16,1023,7.35451e+64,115,0,53,0,26,0
813,900,2.41967e-16,1031,5.31157e+63,114,0,53,0,26,0
814,898,2.41967e-16,1019,1.34453e+64,115,0,53,0,26,0
815,976,2.41967e-16,1032,3.55937e+63,116,0,53,0,27,0
816,908,2.41967e-16,1043,6.03634e+63,115,0,53,0,26,0
817,911,2.41967e-16,1034,2.12163e+62,115,0,52,0,26,0
818,917,2.41967e-16,1034,3.09271e+62,115,0,53,0,26,0
819,911,2.41967e-16,1045,1.66296e+62,114,0,56,0,35,0
820,975,2.41967e-16,1036,1.33064e+62,115,0,53,0,26,0
821,925,2.41967e-16,1039,1.38461e+61,115,0,53,0,26,0
822,919,2.41967e-16,1044,3.48563e+61,116,0,53,0,26,0
823,924,2.41967e-16,1045,5.62082e+60,115,0,53,0,26,0
824,931,2.41967e-16,1080,1.16093e+61,137,0,54,0,27,0
