1000,0
1100,0
1200,0
1300,0
1400,0
1500,0
1600,0
1700,0
1800,0
1900,0
2000,0
2100,1
2200,1
2300,1
2400,1
2500,2
2600,2
2700,1
2800,2
2900,2
3000,2
3100,2
3200,2
3300,3
3400,3
3500,3
3600,4
3700,3
3800,4
3900,4
4000,4
4100,4
4200,4
4300,5
4400,5
4500,9
4600,8
4700,7
4800,7
4900,6
