1000,1
1100,2
1200,3
1300,5
1400,6
1500,9
1600,10
1700,12
1800,14
1900,17
2000,19
2100,21
2200,24
2300,31
2400,32
2500,38
2600,38
2700,39
2800,46
2900,48
3000,51
3100,55
3200,61
3300,61
3400,70
3500,70
3600,74
3700,80
3800,85
3900,87
4000,95
4100,98
4200,102
4300,106
4400,114
4500,124
4600,126
4700,131
4800,140
4900,146
