1000,1
1100,2
1200,3
1300,5
1400,6
1500,8
1600,9
1700,11
1800,13
1900,15
2000,17
2100,20
2200,22
2300,25
2400,27
2500,30
2600,33
2700,36
2800,39
2900,42
3000,46
3100,48
3200,52
3300,57
3400,60
3500,66
3600,68
3700,74
3800,76
3900,96
4000,90
4100,89
4200,96
4300,100
4400,108
4500,112
4600,117
4700,120
4800,126
4900,133
